song_id,valence_mean,valence_std,arousal_mean,arousal_std,tempo,zcr,spectral_centroid,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,label
710,5.4,1.36,5.1,1.3,129.19921875,0.07344117280074704,2074.808573769211,-146.287,98.39238,17.96043,33.88327,0.8794413,12.663676,6.7445807,5.287221,-2.970102,8.520117,-5.5268908,0.30699214,-7.5608993,0.31077674,0.31624913,0.39744946,0.50614,0.5063253,0.47552052,0.4333406,0.43605447,0.5347905,0.61985654,0.5655275,0.4653506,0
711,2.9,1.14,3.1,1.14,117.45383522727273,0.024199873147551548,1087.7119962404095,-299.1129,118.52459,61.711487,39.670845,13.773687,10.860047,8.353314,7.3229685,-0.84261537,5.0335803,9.802747,14.028526,2.792309,0.5196534,0.5309157,0.5391842,0.4950088,0.3752889,0.25812933,0.23397437,0.33551762,0.37103698,0.41147554,0.38099197,0.43536332,0
712,3.4,1.11,5.3,1.42,117.45383522727273,0.044736725592478106,1172.6635426264588,-277.12585,143.31743,17.049791,28.925413,11.534895,11.209708,7.2473254,2.0107906,-4.4920626,-2.501238,-4.319657,1.8668773,-1.836813,0.40721056,0.31119996,0.39775774,0.44786063,0.54524356,0.36941826,0.34512118,0.3857902,0.30619538,0.26358628,0.27726492,0.47302213,0
713,4.9,2.17,6.3,2.0,99.38401442307692,0.05420173436695003,1834.721260049363,-144.61325,95.552536,34.487892,41.29127,7.9990764,17.950464,6.744302,11.628948,-4.328206,5.748381,2.3875935,4.092382,3.0572033,0.5416229,0.5236936,0.4924126,0.5138396,0.57442456,0.5116959,0.4385234,0.41743731,0.43816876,0.42644057,0.4440009,0.572448,0
714,4.4,1.8,4.8,1.78,161.4990234375,0.07867441074188562,2057.2425185102315,-177.29881,86.42816,20.655714,42.49623,-0.14197539,12.959251,8.060263,1.9917536,1.5886458,7.968762,-6.208922,-1.1450993,-5.0411654,0.27195552,0.29036492,0.3951018,0.3719624,0.39371344,0.32945418,0.32540974,0.331235,0.29652658,0.45143786,0.37191358,0.36289746,0
715,2.9,1.37,4.3,1.68,99.38401442307692,0.04770968170401855,639.0208264450866,-355.8195,193.24005,16.365747,-20.934727,8.607086,7.8302298,-11.611582,-19.544498,-19.365505,-19.177671,-16.407919,-11.021933,-10.400257,0.31767887,0.31315437,0.15562406,0.3853015,0.14111894,0.23145252,0.24905019,0.0939108,0.14928947,0.09746516,0.30448627,0.13273028,0
717,4.5,1.28,4.9,1.22,112.34714673913044,0.0743030666076031,1902.4971473678206,-261.86505,97.159485,6.449837,23.165901,17.558693,10.1126795,10.252863,10.71808,-3.356841,4.8473973,-2.6989264,-1.1175407,-2.890125,0.31181818,0.38397998,0.427766,0.2956154,0.2310152,0.23731068,0.3168668,0.37564427,0.37882024,0.46755823,0.40048447,0.32070473,0
718,5.9,1.58,6.5,1.63,129.19921875,0.07984455541237113,2034.2689585593855,-122.03703,98.0948,12.3356495,28.678816,4.250882,11.042499,1.7028365,6.5909286,-1.549211,1.2130306,-5.838973,0.98662734,-2.1935058,0.2721008,0.26215094,0.40709943,0.24031055,0.1521643,0.1638107,0.30812967,0.41759786,0.34318596,0.5779159,0.5143296,0.3112457,0
719,7.1,1.14,7.2,1.17,117.45383522727273,0.11442736508243173,2730.075304878121,-43.581387,75.41467,20.115566,28.664398,13.059555,10.507499,2.919943,6.128553,-1.9856535,5.586096,-1.3231081,3.4918187,-2.09684,0.34546375,0.35844222,0.4033928,0.37106088,0.3714792,0.38529003,0.4347597,0.38815057,0.51203436,0.5960204,0.44888988,0.39857972,0
721,5.7,1.79,5.5,1.02,123.046875,0.06123238061888202,1705.3152635825154,-129.50519,114.30447,11.594812,39.74806,11.954702,4.6581125,-6.589408,5.3199873,3.2756875,8.147198,1.3025417,4.2063913,0.21236737,0.4039579,0.29088536,0.31861165,0.3254594,0.3220236,0.4488561,0.38068992,0.30891448,0.19071648,0.22264838,0.29052275,0.27405345,0
722,5.7,1.55,7.0,0.63,107.666015625,0.07085788575476558,2429.7854784773263,-144.58018,80.01172,23.639948,34.484173,5.2075243,9.970057,2.2521293,10.254943,-0.05792837,11.61467,2.4986308,5.1703525,-1.7013551,0.42295483,0.37285206,0.40353295,0.3800553,0.3256116,0.40612507,0.4105898,0.5120888,0.46615854,0.4957414,0.4696308,0.3953196,0
723,6.5,1.75,7.2,1.08,95.703125,0.07388065108191653,1680.13904375017,-106.21212,128.13272,-4.3338027,29.011183,-2.6286006,17.945463,7.771247,3.9425561,-0.31155896,3.2182455,1.1193192,2.8710177,-2.6860025,0.42529398,0.45785362,0.41499552,0.59232646,0.43018618,0.3900457,0.47514567,0.3186302,0.34657457,0.31278247,0.44769004,0.5013774,0
724,6.0,1.0,6.1,1.04,117.45383522727273,0.09669402651661514,2255.141838064713,-114.60504,95.60262,2.4041088,19.828535,-2.9770555,10.7958765,-0.8234128,6.501747,-0.972596,5.3936105,0.5905656,2.505012,-4.4625525,0.2536468,0.31531984,0.493901,0.2892276,0.31188205,0.36599472,0.3324697,0.50814193,0.39806426,0.48035625,0.6604448,0.38399455,0
725,5.1,1.7,5.1,1.45,129.19921875,0.09737651339515714,2520.7603826707245,-87.49362,84.52402,45.251804,24.639719,-1.4023201,14.149717,6.643186,4.4636126,4.3431673,4.9431825,0.7730027,0.9582654,-2.5276663,0.39257637,0.34606704,0.4049734,0.48871318,0.36806455,0.29211602,0.29055133,0.5056498,0.68737847,0.6425977,0.4884531,0.3919248,0
726,7.0,2.14,3.6,1.74,123.046875,0.10026620258565172,1711.9030390407613,-148.20743,123.80944,-63.619904,15.073587,-5.0835137,-10.89787,-2.398681,-12.048784,-11.999123,-3.6953976,-9.249463,0.34573427,-0.73047376,0.33588558,0.36576352,0.39878884,0.37607887,0.33461225,0.3548584,0.34933513,0.3627711,0.3258292,0.24430412,0.26503804,0.26302177,1
727,4.3,1.68,4.5,1.86,99.38401442307692,0.05397043129832474,706.9042440833546,-311.76718,215.17688,1.1314775,-25.764723,9.721434,-0.31286117,-13.617584,-10.366685,-5.840186,-3.3995554,-4.406167,-4.1184506,-2.0175467,0.33793214,0.1594602,0.33759323,0.14024392,0.19737925,0.20891061,0.22416091,0.36128455,0.14186157,0.13158742,0.12794477,0.30130023,0
728,6.9,1.76,7.5,1.2,198.76802884615384,0.07528793492268042,1589.0295419079046,-143.07503,116.35338,-11.422739,36.16189,4.4661937,14.372703,1.6633455,5.5819917,-0.094389796,3.8849208,-3.6986566,3.313278,3.9500904,0.24013726,0.1867994,0.4180658,0.24647552,0.110456236,0.13237697,0.18876399,0.3086613,0.24003612,0.37409523,0.33034804,0.22691667,0
729,6.4,1.02,3.5,1.57,99.38401442307692,0.11802437379188144,2351.7972919479503,-151.65494,86.25895,-16.81486,32.206226,4.840651,10.696973,0.30340225,3.733527,2.6663425,6.2287445,-3.5999792,2.5899427,-7.000416,0.41261277,0.37169853,0.35098535,0.35373434,0.41976807,0.38736582,0.46082157,0.36881712,0.32618818,0.3910705,0.38110834,0.39615917,1
730,3.7,1.62,4.5,1.02,117.45383522727273,0.16139166948415765,2874.020331835018,-156.0614,66.10595,11.169364,17.70615,2.2079709,2.6077895,-2.2438357,4.6741114,-3.6447072,7.4987698,-2.6632922,2.228749,-0.9802384,0.4796463,0.50693583,0.34737042,0.28707978,0.31309086,0.4088778,0.310323,0.38208082,0.46160865,0.5042937,0.5493039,0.4229004,0
731,7.3,1.62,5.8,1.78,99.38401442307692,0.12720116483127253,2950.504694220338,-128.58878,57.37319,17.913464,36.545734,10.736195,14.248336,0.7122415,8.324057,-1.0199853,7.161297,-2.3715553,3.1085017,0.18893717,0.65711933,0.5356884,0.33990657,0.26453698,0.2372125,0.2419591,0.2746056,0.3625284,0.31590024,0.35872665,0.492444,0.5976348,0
732,5.6,1.74,6.3,0.9,198.76802884615384,0.08888932492916023,1910.407714435325,-206.01743,91.29734,-10.092173,33.600002,1.0442394,13.7432995,-7.674638,-6.8661237,-4.186972,0.8176228,-0.036200736,6.2099214,-4.0148044,0.21209714,0.2342955,0.451244,0.19816346,0.2855956,0.3990927,0.22471838,0.23055099,0.25807536,0.59388757,0.3048084,0.18418677,0
733,4.3,1.42,5.0,1.48,135.99917763157896,0.05038710132087629,1341.335214731392,-181.37378,124.53896,8.509474,31.419556,-7.7868447,-2.5848935,-5.808901,0.84486085,-14.066389,-12.333392,-13.887304,-13.626373,-11.747543,0.5550614,0.31421027,0.47434917,0.30011058,0.1403727,0.065164834,0.0869595,0.16256103,0.11112925,0.14560023,0.24599108,0.29385513,0
734,5.7,1.79,6.3,1.55,73.828125,0.17430457675579897,3419.773806956803,-68.63194,41.131584,-0.70188683,29.04718,-2.1306412,3.1725726,-2.1305323,-3.5492587,-10.606665,6.4206305,-7.332585,1.1410592,-7.8611846,0.2703725,0.22889769,0.20653391,0.3044495,0.20309336,0.27088547,0.3434864,0.44732827,0.4238282,0.32434344,0.3838096,0.24976936,0
735,4.3,1.0,4.9,0.94,184.5703125,0.056809926020736735,1869.6719928283746,-174.86684,104.335464,31.651758,35.43456,7.8673496,16.143122,2.8390746,4.1544743,-0.11858744,2.0006664,-2.2498767,3.1276324,0.34015575,0.4027458,0.57615834,0.45097232,0.38887718,0.29112104,0.33971205,0.40813166,0.24861981,0.2833374,0.3716209,0.7143171,0.3892167,0
736,2.7,1.42,3.7,0.9,95.703125,0.04428190204791345,702.6807319097312,-401.1845,160.38315,15.125439,24.777195,10.343208,-11.859919,-6.247329,-7.948855,-10.940286,-6.577131,-9.599222,-11.51573,-13.245959,0.2921694,0.13279122,0.16538465,0.2678123,0.116729386,0.22188543,0.19275707,0.40421608,0.18539076,0.05073906,0.16331512,0.25422496,0
737,4.1,0.94,4.9,1.22,92.28515625,0.05534860413446677,1277.0397939928366,-290.3323,136.34859,14.733588,12.277564,-16.094978,7.0832295,-5.497245,-12.907654,-7.8765736,-8.538773,-12.299755,-6.843066,-9.593171,0.42013952,0.49520797,0.3819876,0.58238846,0.3792732,0.2922903,0.44138476,0.28043222,0.2876383,0.32087758,0.33062547,0.47166124,0
738,5.5,1.43,6.2,1.33,143.5546875,0.09341625724871135,2271.1154006559277,-105.17809,87.66113,5.2048388,28.194633,3.1329308,10.073851,5.030386,5.052086,-0.9786942,6.3746524,-10.1981735,-0.09323457,-6.2427497,0.24101977,0.25108686,0.34496304,0.32479632,0.3364073,0.31539837,0.23272322,0.29442194,0.42321575,0.61575854,0.43735093,0.26737514,0
739,6.2,1.54,6.9,0.94,103.359375,0.1309252841640907,2914.643555016388,-153.3049,61.87017,11.115662,22.451912,4.453163,15.195428,5.9794974,9.845289,0.20096183,3.4783006,-3.8101761,3.096158,-1.1056157,0.4472204,0.35335013,0.2920205,0.33128363,0.2728816,0.2597619,0.335311,0.4388849,0.43382865,0.2766189,0.23324701,0.3307276,0
740,3.7,1.79,4.0,1.34,86.1328125,0.07866686389103555,1871.1960298271906,-210.61237,95.775505,7.2281938,28.090078,-2.5259929,10.197226,4.9775476,0.40647212,5.5838685,7.130254,3.6940832,0.47893977,-4.066706,0.47523057,0.50805414,0.5819058,0.38186738,0.33204055,0.4288279,0.55714184,0.38278526,0.39342695,0.4045517,0.38605583,0.38690695,0
741,4.6,1.5,4.4,1.5,117.45383522727273,0.045325379958784134,1496.6561829674336,-247.76076,114.60818,25.934933,26.99293,15.844195,12.189147,11.611363,8.910723,-6.2048264,0.7086128,-2.4236093,-4.4018726,-3.1672528,0.31472692,0.35428807,0.4116842,0.28512317,0.23635592,0.23200765,0.3406297,0.42708987,0.39717376,0.4558861,0.40997276,0.31787592,0
742,6.1,2.12,6.5,1.63,135.99917763157896,0.07460514876352396,1533.5844909360164,-86.23526,132.9617,-43.52027,67.968636,2.3839698,18.20278,7.943969,0.45435572,-4.1763096,8.531172,-2.4570549,4.338566,-2.2469203,0.27095178,0.2479845,0.29289243,0.34803572,0.403006,0.3509186,0.35932183,0.3283426,0.37220585,0.34931535,0.27811435,0.26610416,0
743,3.1,1.45,5.0,1.95,184.5703125,0.051937930673621846,1520.0644766474593,-201.96147,125.473625,26.736065,34.75462,21.364407,18.340864,8.180049,1.9442095,-3.7955704,-3.8444967,-4.50268,-1.5508201,-9.123066,0.29987144,0.39478233,0.35982925,0.515344,0.29511622,0.32922938,0.3560403,0.27379334,0.43265638,0.33914122,0.3973389,0.29997402,0
744,6.1,1.3,5.5,1.12,95.703125,0.08243924170425258,2146.664859375116,-99.733505,83.50264,14.803678,57.481064,13.660779,0.5830897,-0.86285245,11.963617,-11.076152,3.1110735,-0.42622116,1.9394699,-5.2846007,0.4842778,0.5482415,0.4494062,0.40060368,0.3422908,0.38894987,0.337795,0.33197072,0.27387846,0.2662308,0.3037466,0.47282794,0
745,4.2,1.08,1.6,0.66,73.828125,0.04774741595826893,1243.7562123559528,-233.15385,143.24329,24.557388,62.764744,-9.545338,21.778168,1.8091378,12.150803,-9.045748,6.0332417,3.1215103,13.642362,7.9264045,0.5442702,0.50066787,0.66986006,0.7572254,0.49703372,0.3899048,0.39553702,0.44481623,0.44274747,0.38195378,0.34131727,0.40084204,0
746,3.7,1.73,4.6,1.91,95.703125,0.06071567289734673,1502.201913849697,-146.9506,131.5119,-14.941678,43.070293,-9.92394,8.624884,4.5341063,-6.820341,4.6985717,7.4768157,-5.3980026,0.8610377,-5.9986124,0.2379416,0.2302223,0.32849163,0.3897622,0.3185533,0.3968297,0.30416077,0.27184668,0.20119727,0.24589849,0.32117364,0.2413726,0
747,3.6,1.36,4.9,1.22,172.265625,0.044986023232225655,783.399995825632,-354.07147,175.19418,0.093852386,1.4868417,6.3793583,-8.461579,-10.905224,-6.457351,-4.838386,-6.542375,-11.2674265,-13.414725,-5.9174414,0.24936074,0.16052009,0.35785723,0.13412075,0.20330706,0.21524243,0.08918841,0.1720189,0.17717718,0.5431317,0.34323,0.17293248,0
748,5.1,1.92,4.4,1.56,129.19921875,0.07685093830541237,1243.192751715079,-115.40667,195.6251,-78.6416,34.082253,-25.598743,8.359911,-31.83003,-15.054806,-3.554032,-15.352319,-1.2919412,-4.983939,-4.6803894,0.3018312,0.48498842,0.51314116,0.37134993,0.7186838,0.30804437,0.2598531,0.2765573,0.31068173,0.6334996,0.34945655,0.43187237,1
749,4.2,1.25,4.9,1.37,143.5546875,0.06153627375966495,1553.3347830107614,-142.72255,132.53227,-13.608748,27.798357,2.1861157,3.8910887,-5.5849266,7.916088,-2.806386,-1.4921649,-9.066457,0.27060786,-8.14933,0.19154547,0.2451885,0.24628879,0.18223344,0.18897228,0.27719003,0.46440965,0.41070172,0.5577822,0.5019536,0.33996135,0.2274788,0
750,5.3,2.0,5.7,1.9,129.19921875,0.12882952368302422,2118.8986381169566,-305.42722,91.380394,-46.272644,6.0368447,-28.736015,6.0794845,-18.180122,-5.4504,-14.491466,-5.277085,-14.531692,-0.96572214,-12.252624,0.41903523,0.1549678,0.2590235,0.2047001,0.15605631,0.3150246,0.18621984,0.32436374,0.32537,0.1787701,0.19673151,0.23464437,0
756,5.9,1.87,6.8,0.75,117.45383522727273,0.07739396171432252,1919.7131782120264,-142.70299,117.15622,13.608348,-11.034868,-18.821873,-3.363289,-0.682627,1.7419903,1.0194681,8.782089,7.9193673,7.392236,-3.4543178,0.12765609,0.22381203,0.14364536,0.27842325,0.13117486,0.24235585,0.55317235,0.31642848,0.5642386,0.22742958,0.25021604,0.15962343,0
757,6.0,1.26,6.1,1.37,112.34714673913044,0.15127154478092783,2408.036544340172,-30.319326,91.87217,-45.797768,29.196903,1.4818,-0.13285227,-0.605317,2.560576,-7.020711,1.2694144,-7.6917334,2.8248084,-5.2242465,0.34430882,0.6726731,0.40926367,0.3854553,0.2984934,0.40741098,0.64344376,0.36756167,0.40411395,0.31280127,0.56842655,0.32596695,0
758,4.8,1.89,5.9,1.04,99.38401442307692,0.05397381947127769,1693.2266070546295,-69.357925,119.8535,-1.088815,33.43494,-1.8702681,21.372509,1.7211797,14.170021,2.457801,9.578701,3.2784197,9.82754,3.8745313,0.40558928,0.3999626,0.4758836,0.4353252,0.48774406,0.44227386,0.48288986,0.5418798,0.49592727,0.568187,0.34092382,0.29374507,0
759,6.7,0.9,5.9,1.14,151.99908088235293,0.1145307569390778,2846.7529165378196,9.131849,81.90828,9.651609,8.6165695,14.087859,4.6810784,-2.7796874,4.443303,-2.3447976,2.7938666,-4.924497,-0.100713916,-6.554963,0.3571087,0.31989086,0.30329803,0.42241058,0.5752291,0.42936972,0.41691038,0.32649145,0.41945255,0.42277855,0.4055171,0.5734045,0
763,3.5,1.43,5.5,1.36,107.666015625,0.0718591434439433,1568.1623500008425,-113.578995,134.3091,-17.311443,21.550625,13.727803,-6.5022583,-10.251142,-4.891521,-12.064075,-1.2409228,-6.4377546,-1.6630459,-6.5410166,0.29081127,0.18378703,0.38100287,0.22276558,0.42859364,0.18407129,0.28235382,0.30265808,0.2756601,0.46424067,0.26354188,0.42191026,0
764,6.3,1.62,7.5,0.92,86.1328125,0.09079289227524472,2256.406967701326,-65.42471,90.061035,7.860554,34.30962,13.723966,8.268106,4.227388,4.550319,3.7963586,13.0582905,-2.390546,5.3181753,-0.7686775,0.3017758,0.40978962,0.37343612,0.46816626,0.7060907,0.45306072,0.3422271,0.2831077,0.415175,0.4063465,0.34510607,0.44568035,0
767,5.2,1.25,6.5,0.5,95.703125,0.12356785927035034,2517.2656158064106,-212.68234,70.719,-34.58511,7.5995417,11.7721,-2.7274098,-13.714882,5.699448,-6.861247,-8.434377,-10.219451,0.0397309,-3.728055,0.33338103,0.49277237,0.4239359,0.29278904,0.40595677,0.39664853,0.48143163,0.34934863,0.3273656,0.40149033,0.40708622,0.41550168,0
769,6.2,1.66,5.0,2.05,112.34714673913044,0.13181831910438144,2111.875038852847,-95.96453,105.0864,-47.195354,40.682007,-6.7492075,-9.745285,-8.40824,-1.9762356,0.19540626,0.978039,-7.2547116,-0.05619079,3.891237,0.45163912,0.36737528,0.29745582,0.25959465,0.25913993,0.28079394,0.31204695,0.30438256,0.33242327,0.47406587,0.5005274,0.47619438,1
773,4.5,1.75,4.7,2.0,51.6796875,0.04535103925167439,1090.9427824059187,-219.29187,157.37425,4.1355987,58.11869,0.70376647,18.34285,10.759291,-9.831419,3.904578,1.2974861,-2.7965918,0.053903706,-7.4857717,0.62220854,0.61925876,0.31060064,0.23348673,0.33053136,0.43570265,0.3309351,0.2673872,0.2566313,0.22861491,0.29453534,0.35833088,0
775,3.7,1.55,4.4,1.5,99.38401442307692,0.026961682506443298,730.290390864025,-256.15692,175.45396,27.797213,36.278004,22.695929,3.068169,4.87654,0.7308044,-1.0174618,9.437714,11.775264,7.9086423,1.1530634,0.5935682,0.44726688,0.49317935,0.43134388,0.6573522,0.3591312,0.3323445,0.7211603,0.42628214,0.3381094,0.353101,0.44423026,0
776,3.5,1.75,4.5,2.2,135.99917763157896,0.08848380747681607,1985.0220602395218,-132.04518,124.22889,1.3685137,-9.645137,-0.5611484,0.75398904,-10.125248,-5.2687116,-6.8500843,-1.3664024,-3.3341262,4.804943,-8.374122,0.18195522,0.25397733,0.5362499,0.23152462,0.24017069,0.31489697,0.6233381,0.21989436,0.15710475,0.4074913,0.1405246,0.19439515,0
777,6.2,2.14,5.1,2.17,99.38401442307692,0.0676074570936373,1826.2425102588434,-66.00844,106.85379,6.443673,27.990871,-4.403077,16.22235,7.1718893,7.766357,6.8517165,4.349201,-2.4870436,-1.5356715,-6.866361,0.28432223,0.2927859,0.33495474,0.34996966,0.3849258,0.35780406,0.37706354,0.44259834,0.42100286,0.4123052,0.33467343,0.35886288,0
779,2.8,1.47,5.3,1.42,95.703125,0.024715433410613087,629.5558145494703,-281.56567,168.56006,61.645264,25.229445,30.35982,14.008745,1.3087162,2.8206203,2.2060359,-2.706516,-9.137661,-9.121566,-9.007455,0.29879454,0.29666907,0.5858603,0.31624803,0.22650485,0.35996562,0.22999445,0.1634903,0.18945557,0.3272639,0.1972021,0.15478462,0
780,5.8,1.4,6.2,1.54,99.38401442307692,0.18736818167181865,3514.0010218251186,-160.71355,47.17371,14.892396,11.388083,-2.6961548,3.6001437,-8.55078,7.2560387,-4.6193256,4.556401,1.8820056,3.0011597,-4.702774,0.37119254,0.39906672,0.47554448,0.29150206,0.26278207,0.30833325,0.22879498,0.2749854,0.20764828,0.3416233,0.25584263,0.22802481,0
781,4.9,2.02,6.3,2.1,117.45383522727273,0.09845310486469072,2109.421553095675,-155.61592,93.4678,-6.3409247,45.858727,16.300098,2.8048072,8.536478,4.555101,0.37611544,-3.712111,0.10147016,1.0581077,-9.186921,0.22065319,0.36745492,0.29831138,0.2788968,0.45373762,0.26459914,0.2916198,0.30621395,0.49308768,0.71262735,0.41284424,0.24734545,0
782,7.2,1.4,4.7,2.45,117.45383522727273,0.07318231581658939,1813.4674021465341,-22.515387,116.433205,-20.048557,24.321432,-0.37253374,10.084088,2.9961917,11.2655945,3.3651268,4.82704,-2.0504532,0.17911696,-3.4013987,0.46247473,0.47795668,0.4724057,0.40250772,0.31501764,0.29734617,0.3421375,0.44832933,0.42782298,0.47329774,0.48944944,0.46179137,1
784,4.7,1.68,5.7,1.35,172.265625,0.1801058470987893,3593.6572734284346,-214.805,56.5914,19.984632,6.729773,7.37792,-9.10888,-5.64676,-8.190848,-17.233643,-6.9516397,-9.508634,-8.965294,-9.894094,0.3590903,0.3534154,0.30852577,0.364941,0.3713903,0.36382756,0.48497787,0.54625344,0.4163185,0.3098174,0.27226532,0.27356833,0
787,6.1,1.81,6.3,1.62,117.45383522727273,0.11957655444587628,2461.117042137195,19.842655,88.36564,-6.8741384,30.973536,-7.323984,7.125194,-8.96607,0.3887329,-8.340793,4.4723296,-2.9161553,-0.047337923,-3.256424,0.3072297,0.4201368,0.37574503,0.38609052,0.30112085,0.3132555,0.5392047,0.4499614,0.35258463,0.36213276,0.55819106,0.4038538,0
789,3.9,2.26,5.2,1.94,135.99917763157896,0.061722171239052034,1693.0355516600291,-109.23497,125.12065,16.92363,13.913121,4.4155045,18.052069,1.5341376,5.902852,-3.9417262,3.2904165,-1.6195439,2.179195,-2.7646575,0.27479517,0.23543388,0.49452466,0.29984397,0.26565558,0.24749416,0.3898137,0.6446919,0.3576294,0.30349994,0.26150548,0.39787486,0
790,7.2,1.25,5.4,1.43,95.703125,0.11258366941975785,2762.1938857588516,32.068726,78.82538,-5.296441,14.942003,-1.1076189,7.925995,-3.1129572,-0.33889154,-1.1185856,1.5130705,-3.4078143,-1.4889888,-1.0062165,0.43089363,0.43789244,0.49508235,0.35090092,0.42298543,0.45303923,0.41859806,0.36784765,0.3565014,0.51864856,0.38438356,0.34285444,0
791,2.7,1.27,4.6,1.69,103.359375,0.04466050239889233,767.6771191491775,-385.56995,196.7541,-25.615252,14.305551,13.815489,-8.481742,-6.717772,-9.879816,-6.2186184,-9.5291,-9.875175,-9.549455,-9.849069,0.17185524,0.412632,0.17720558,0.23737867,0.106171995,0.19416188,0.43043432,0.24870922,0.3739232,0.2244737,0.28163671,0.112981625,0
794,2.5,1.02,4.2,1.08,117.45383522727273,0.06449790298171046,960.0744618087506,-232.34009,208.59084,-62.195232,-0.5016398,-7.49617,-26.284824,-13.908882,-22.484716,-8.73183,-8.157222,-11.00311,0.13695312,-5.7353964,0.5557047,0.23139915,0.5284844,0.19459492,0.463366,0.1697728,0.09574393,0.40652338,0.14858243,0.20613837,0.09901445,0.3005614,0
795,2.2,0.98,3.5,1.12,86.1328125,0.03384511044564657,694.2156577380501,-342.98157,166.26743,35.987534,20.963593,15.502663,-4.3756785,-13.321858,-0.7333715,5.127139,3.6729045,0.7993792,-1.4948015,-1.2532718,0.22435546,0.3902005,0.23549138,0.1410599,0.100796014,0.23632765,0.4445196,0.23506781,0.25140575,0.4001871,0.50544614,0.40140027,0
796,5.2,2.27,5.1,1.87,95.703125,0.10118974508698454,2027.6228390012727,-83.7157,112.67853,-22.037727,16.501085,2.2993279,2.4511738,-1.8251767,4.576227,-5.846415,-1.7813562,0.5279772,1.8473346,-1.2069706,0.35841382,0.64639926,0.38351834,0.4706103,0.38809448,0.43511236,0.24290432,0.3138645,0.6228889,0.29529512,0.2930431,0.2850703,0
797,4.9,2.12,5.4,1.85,123.046875,0.04490401411965482,812.0863113014723,-139.19441,207.26111,2.6096377,14.860281,13.317178,-7.5027018,-4.972655,-1.7213691,-13.229628,0.82255244,-0.23861645,2.0607781,-0.058210496,0.32224363,0.14417069,0.26726392,0.2947227,0.453668,0.19183312,0.2385314,0.34582302,0.19537154,0.27899924,0.28684735,0.6594536,0
798,6.5,1.43,5.9,1.76,117.45383522727273,0.0850879761559763,2254.917325745604,-153.1111,105.57039,15.975322,26.660528,1.146382,-8.012483,-1.3051695,8.308257,-11.902015,2.6949701,5.802608,6.9657435,1.5575218,0.39332548,0.58153045,0.39243945,0.5365219,0.5577107,0.5382141,0.51097715,0.4214889,0.5548904,0.46478873,0.5164864,0.37373298,0
799,4.1,1.22,5.6,0.66,123.046875,0.06171286345633694,1346.7430196186392,-136.808,137.58374,-30.780828,48.960747,6.897329,3.5497503,-1.3013867,2.5491652,1.9524906,-0.30256262,-10.167989,-1.9367831,-8.10628,0.29606268,0.46102664,0.33691233,0.39800352,0.33227187,0.4140884,0.55307776,0.42350566,0.36699563,0.3049031,0.5405743,0.23769425,0
800,4.5,1.63,4.5,1.86,80.74951171875,0.08949911047784648,2030.047866689059,-109.49915,103.49802,-14.76034,34.003235,1.0814018,12.047783,-9.21402,2.18159,-0.14676198,-7.3141813,-7.735381,-7.665413,-5.3805494,0.610468,0.27257606,0.28553706,0.21571939,0.16493359,0.21166018,0.3454819,0.5359751,0.2676985,0.21665135,0.33001986,0.4775542,0
801,3.3,2.0,3.5,2.11,103.359375,0.19695469474497682,2833.467308874897,-172.04565,57.615597,-58.06032,32.327988,-11.540232,9.060224,-9.169673,4.8078027,-12.606787,-4.829935,-12.564613,-8.509734,-9.953622,0.38091987,0.35616,0.32200035,0.4057566,0.40646356,0.39223018,0.4965113,0.43535188,0.36435074,0.47806326,0.56549317,0.48521522,0
804,6.9,1.04,6.8,0.6,63.02400914634146,0.10472815236991241,2517.636834365072,-50.82728,83.2683,5.4289126,14.244691,4.8120975,16.934534,1.420881,6.0453696,1.65767,6.3932896,-0.42149866,0.4437632,-5.222294,0.40365577,0.37287477,0.3102858,0.4188353,0.4820214,0.30427775,0.4424389,0.30064598,0.44718298,0.42287663,0.3866921,0.6616429,0
805,2.2,0.98,3.5,1.36,172.265625,0.05059006311179804,693.694151796188,-364.4924,161.46439,64.3949,35.49963,-5.6199355,-19.58061,-17.177595,-8.732527,-1.6059766,-3.266967,-5.0496917,-4.5522437,-16.850515,0.03623493,0.043281704,0.21268642,0.4869796,0.23011112,0.15921696,0.08455618,0.2241537,0.29966208,0.11675168,0.21269375,0.07625121,0
806,6.4,1.69,6.6,1.8,73.828125,0.09630240214239691,2091.3880302934717,-39.32537,107.86848,-4.699271,21.99967,-1.1221256,11.563028,3.5802429,-0.12618993,1.1074312,5.6923842,-3.1875734,9.383698,5.4466023,0.47795627,0.41979858,0.4868587,0.4051496,0.44982418,0.26599875,0.22938062,0.30087402,0.29200694,0.40416136,0.37510744,0.4611214,0
